color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
green,0,red,g,6,1,37,1,g,1,1.06686375022,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,0,blue ,r,6,2,38,5,r,1,1.26700194093,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,1,red,r,6,3,39,0,r,1,0.716844414535,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,1,green,g,6,4,40,2,g,1,2.50016329956,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,0,green,b,6,5,41,3,b,1,1.03348795784,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,0,red,g,7,0,42,1,g,1,1.63341831265,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,0,blue ,r,7,1,43,5,r,1,1.26681609824,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,0,green,b,7,2,44,3,b,1,1.0338215215,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,1,green,g,7,3,45,2,g,1,1.15039138746,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,1,red,r,7,4,46,0,r,1,1.00017081393,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,1,blue ,b,7,5,47,4,b,1,2.83366463659,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,1,blue ,b,8,0,48,4,b,1,0.650390471099,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,0,red,g,8,1,49,1,g,1,1.05016467412,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,1,red,r,8,2,50,0,r,1,0.750185017881,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,0,green,b,8,3,51,3,b,1,1.23347036325,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,0,blue ,r,8,4,52,5,r,1,1.13352956163,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,1,green,g,8,5,53,2,g,1,0.933500603889,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,0,blue ,r,9,0,54,5,r,1,1.06682599528,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,0,red,g,9,1,55,1,g,1,1.58352892013,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
green,1,green,g,9,2,56,2,g,1,0.650180435972,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,1,blue ,b,9,3,57,4,b,1,0.900180160999,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
blue,0,green,b,9,4,58,3,b,1,1.13370367454,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
red,1,red,r,9,5,59,0,r,1,0.583474670246,2017_Mar_31_1351,60.0089525726,Stroop,001,69,
