color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
green,1,green,g,3,0,18,2,g,1,0.867203528411,2017_Mar_31_1519,None,Stroop,001,75,
blue,1,blue ,b,3,1,19,4,b,1,0.642104646366,2017_Mar_31_1519,None,Stroop,001,75,
red,1,red,r,3,2,20,0,r,1,1.17475187196,2017_Mar_31_1519,None,Stroop,001,75,
red,0,blue ,r,3,3,21,5,r,1,0.577774268459,2017_Mar_31_1519,None,Stroop,001,75,
green,0,red,g,3,4,22,1,g,1,0.56634940306,2017_Mar_31_1519,None,Stroop,001,75,
blue,0,green,b,3,5,23,3,b,1,0.49916189845,2017_Mar_31_1519,None,Stroop,001,75,
red,0,blue ,r,4,0,24,5,r,1,0.732446465292,2017_Mar_31_1519,None,Stroop,001,75,
green,0,red,g,4,1,25,1,g,1,0.72399890481,2017_Mar_31_1519,None,Stroop,001,75,
blue,1,blue ,b,4,2,26,4,b,1,0.675460194412,2017_Mar_31_1519,None,Stroop,001,75,
blue,0,green,b,4,3,27,3,b,1,0.53496139904,2017_Mar_31_1519,None,Stroop,001,75,
green,1,green,g,4,4,28,2,g,1,0.50770911068,2017_Mar_31_1519,None,Stroop,001,75,
red,1,red,r,4,5,29,0,r,1,0.518360929622,2017_Mar_31_1519,None,Stroop,001,75,
red,0,blue ,r,5,0,30,5,r,1,0.420438951347,2017_Mar_31_1519,None,Stroop,001,75,
blue,0,green,b,5,1,31,3,b,1,0.75551668799,2017_Mar_31_1519,None,Stroop,001,75,
red,1,red,r,5,2,32,0,r,1,0.765307396068,2017_Mar_31_1519,None,Stroop,001,75,
green,1,green,g,5,3,33,2,g,1,0.674121019663,2017_Mar_31_1519,None,Stroop,001,75,
green,0,red,g,5,4,34,1,g,1,0.88183049456,2017_Mar_31_1519,None,Stroop,001,75,
blue,1,blue ,b,5,5,35,4,b,1,2.58278764866,2017_Mar_31_1519,None,Stroop,001,75,
green,1,green,g,6,0,36,2,g,1,0.632056697563,2017_Mar_31_1519,None,Stroop,001,75,
blue,0,green,b,6,1,37,3,b,1,0.616391167452,2017_Mar_31_1519,None,Stroop,001,75,
red,0,blue ,r,6,2,38,5,r,1,0.591672220326,2017_Mar_31_1519,None,Stroop,001,75,
red,1,red,r,6,3,39,0,r,1,0.626916848996,2017_Mar_31_1519,None,Stroop,001,75,
green,0,red,g,6,4,40,1,g,1,0.698605569836,2017_Mar_31_1519,None,Stroop,001,75,
blue,1,blue ,b,6,5,41,4,b,1,0.591352738615,2017_Mar_31_1519,None,Stroop,001,75,
blue,1,blue ,b,7,0,42,4,b,1,0.501737285347,2017_Mar_31_1519,None,Stroop,001,75,
red,1,red,r,7,1,43,0,r,1,2.06267172139,2017_Mar_31_1519,None,Stroop,001,75,
green,1,green,g,7,2,44,2,g,1,0.878379098722,2017_Mar_31_1519,None,Stroop,001,75,
red,0,blue ,r,7,3,45,5,r,1,0.741749839508,2017_Mar_31_1519,None,Stroop,001,75,
green,0,red,g,7,4,46,1,g,1,0.468380081933,2017_Mar_31_1519,None,Stroop,001,75,
blue,0,green,b,7,5,47,3,b,1,0.551711511624,2017_Mar_31_1519,None,Stroop,001,75,
blue,1,blue ,b,8,0,48,4,b,1,4.8300383676,2017_Mar_31_1519,None,Stroop,001,75,
blue,0,green,b,8,1,49,3,b,1,0.565554506087,2017_Mar_31_1519,None,Stroop,001,75,
red,1,red,r,8,2,50,0,r,1,0.569376037281,2017_Mar_31_1519,None,Stroop,001,75,
green,0,red,g,8,3,51,1,g,1,0.552705050213,2017_Mar_31_1519,None,Stroop,001,75,
red,0,blue ,r,8,4,52,5,r,1,0.381182757788,2017_Mar_31_1519,None,Stroop,001,75,
green,1,green,g,8,5,53,2,g,1,0.426911684277,2017_Mar_31_1519,None,Stroop,001,75,
blue,0,green,b,9,0,54,3,b,1,1.07085939258,2017_Mar_31_1519,None,Stroop,001,75,
red,1,red,r,9,1,55,0,r,1,0.565915702493,2017_Mar_31_1519,None,Stroop,001,75,
green,0,red,g,9,2,56,1,g,1,0.60829520243,2017_Mar_31_1519,None,Stroop,001,75,
red,0,blue ,r,9,3,57,5,r,1,0.534984904923,2017_Mar_31_1519,None,Stroop,001,75,
green,1,green,g,9,4,58,2,g,1,0.691137311922,2017_Mar_31_1519,None,Stroop,001,75,
blue,1,blue ,b,9,5,59,4,b,1,0.559529047518,2017_Mar_31_1519,None,Stroop,001,75,
