color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
blue,0,green,b,3,3,21,3,b,1,0.61684276507,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
green,0,red,g,3,4,22,1,g,1,0.683534235199,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
blue,1,blue ,b,3,5,23,4,b,1,0.766840107535,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
red,1,red,r,4,0,24,0,r,1,1.05017347145,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
blue,0,green,b,4,1,25,3,b,1,0.866867415782,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
green,1,green,g,4,2,26,2,g,1,0.41683213503,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
green,0,red,g,4,3,27,1,g,1,0.466707965039,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
blue,1,blue ,b,4,4,28,4,b,1,0.716833417944,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
red,0,blue ,r,4,5,29,5,r,1,0.466837358399,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
blue,1,blue ,b,5,0,30,4,g,0,0.566819580563,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
blue,0,green,b,5,1,31,3,b,1,2.86680546825,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
red,0,blue ,r,5,2,32,5,r,1,0.983519756322,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
red,1,red,r,5,3,33,0,r,1,0.650184834609,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
green,0,red,g,5,4,34,1,g,1,1.06682013039,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
green,1,green,g,5,5,35,2,g,1,0.650185567676,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
red,0,blue ,r,6,0,36,5,r,1,0.600181443966,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
green,0,red,g,6,1,37,1,g,1,0.633523513505,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
blue,1,blue ,b,6,2,38,4,b,1,0.600176678767,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
red,1,red,r,6,3,39,0,r,1,0.583511692123,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
blue,0,green,b,6,4,40,3,b,1,0.783506926935,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
green,1,green,g,6,5,41,2,g,1,0.383522688731,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
green,1,green,g,7,0,42,2,g,1,0.4668325932,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
blue,0,green,b,7,1,43,3,b,1,0.6500396794,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
red,1,red,r,7,2,44,0,r,1,0.433688462537,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
blue,1,blue ,b,7,3,45,4,b,1,0.76689875609,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
green,0,red,g,7,4,46,1,g,1,0.450371776853,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
red,0,blue ,r,7,5,47,5,r,1,0.533484108979,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
green,0,red,g,8,0,48,1,g,1,0.833511417208,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
green,1,green,g,8,1,49,2,g,1,0.600215533428,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
red,0,blue ,r,8,2,50,5,r,1,0.51684771353,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
red,1,red,r,8,3,51,0,r,1,0.833525712806,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
blue,1,blue ,b,8,4,52,4,b,1,0.433498221304,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
blue,0,green,b,8,5,53,3,b,1,0.450169805903,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
blue,0,green,b,9,0,54,3,b,1,0.350154960499,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
red,0,blue ,r,9,1,55,5,r,1,0.466844689479,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
green,1,green,g,9,2,56,2,g,1,0.300221581565,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
green,0,red,g,9,3,57,1,r,0,0.400186209154,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
red,1,red,r,9,4,58,0,r,1,0.833506285475,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
blue,1,blue ,b,9,5,59,4,b,1,0.816843131615,2017_Mar_31_1016,60.0010336986,Stroop,001,60,
