color,congruent,word,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Response.keys,Response.corr,Response.rt,date,frameRate,expName,session,participant,
red,1,red,r,4,2,26,0,r,1,1.66915172793,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,0,red,g,4,3,27,1,g,1,1.18523511832,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,0,green,b,4,4,28,3,b,1,1.3352468065,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,0,blue ,r,4,5,29,5,r,1,1.36886634451,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,0,green,b,5,0,30,3,b,1,1.21862840478,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,0,red,g,5,1,31,1,g,1,1.96933014522,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,1,green,g,5,2,32,2,g,1,0.86817887635,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,1,red,r,5,3,33,0,r,1,1.03511105553,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,0,blue ,r,5,4,34,5,r,1,0.901716086431,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,1,blue ,b,5,5,35,4,b,1,0.984980863228,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,1,red,r,6,0,36,0,r,1,1.63518935721,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,0,red,g,6,1,37,1,g,1,1.38505099225,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,1,green,g,6,2,38,2,g,1,1.15168438718,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,0,green,b,6,3,39,3,b,1,0.884986992751,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,0,blue ,r,6,4,40,5,r,1,1.9524324896,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,1,blue ,b,6,5,41,4,b,1,1.05188852438,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,1,green,g,7,0,42,2,g,1,1.43538399966,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,0,blue ,r,7,1,43,5,r,1,1.10182431462,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,0,red,g,7,2,44,1,g,1,2.05264059297,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,0,green,b,7,3,45,3,b,1,1.80235109315,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,1,blue ,b,7,4,46,4,b,1,0.867985375691,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,1,red,r,7,5,47,0,r,1,1.48544869013,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,0,green,b,8,0,48,3,b,1,1.30186163256,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,1,red,r,8,1,49,0,r,1,0.868235364091,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,0,red,g,8,2,50,1,g,1,1.55172446952,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,1,blue ,b,8,3,51,4,b,1,1.55192728457,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,0,blue ,r,8,4,52,5,r,1,1.20186475746,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,1,green,g,8,5,53,2,g,1,0.901783991954,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,1,green,g,9,0,54,2,g,1,0.901351019216,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
green,0,red,g,9,1,55,1,g,1,1.11872166971,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,0,blue ,r,9,2,56,5,r,1,0.918315678893,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,1,blue ,b,9,3,57,4,b,1,1.06849382567,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
red,1,red,r,9,4,58,0,r,1,1.51873591187,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
blue,0,green,b,9,5,59,3,b,1,0.951522075047,2017_Mar_31_1325,59.9920326691,Stroop,001,67,
